철도운영기관명,선명,역명,지번주소,도로명주소
코레일,1호선,가능,경기도 의정부시 가능동 197-1,경기도 의정부시 평화로 633
코레일,1호선,가산디지털단지,서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309
코레일,1호선,간석,인천광역시 남동구 간석4동 762번지,인천광역시 남동구 석정로 522-14
코레일,1호선,개봉,서울특별시 구로구 개보동 415,서울특별시 구로구 경인로40길 47
코레일,1호선,관악,경기도 안양시 만악구 석수동 101-16,경기도 안양시 만안구 경수대로1273번길 46
코레일,1호선,광명,경기도 광명시 일직동 276-1,경기도 광명시 광명역로 21
코레일,1호선,광운대,노원구 월계동 85,노원구 석계로 98-2
코레일,1호선,구로,서울특별시 구로구 구로동 585-3,서울특별시 구로구 구로중앙로 174
코레일,1호선,구일,서울시 구로구 구로1동 642-7,서울시 구로구 구일로 133
코레일,1호선,군포,경기도 군포시 당동 134-1,경기도 군포시 군포역1길 27
코레일,1호선,금정,경기도 군포시 금정동 613 금정역,경기도 군포시 군포로 750(금정동)
코레일,1호선,금천구청,서울특별시 금천구 시흥대로63길 91,서울특별시 금천구 시흥대로63길 91
코레일,1호선,남영,서울특별시 용산구 갈월동 96-1,서울특별시 용산구 한강대로77길 25
코레일,1호선,노량진,서울특별시 동작구 노량진동 67-2,서울특별시 동작구 노량진로 151
코레일,1호선,녹양,경기도 의정부시 녹양동 96-1,경기도 의정부시 평화로 757
코레일,1호선,녹천,서울특별시 도봉구 창동 57-11,서울특별시 도봉구 덕릉로 376
코레일,1호선,당정,경기도 군포시 당정동 938번지,경기도 군포시 당정역로 91
코레일,1호선,대방,서울특별시 영등포구 신길동 1368-3,서울특별시 영등포구 여의대방로 300
코레일,1호선,덕계,경기도 양주시 덕계동 209-5,경기도 양주시 덕계로 126
코레일,1호선,덕정,경기도 양주시 덕정동 350-14,경기도 양주시 화합로 1356
코레일,1호선,도봉,서울시 도봉구 도봉2동 639,서울특별시 도봉구 도봉로 170길 2
코레일,1호선,도봉산,서울특별시 도봉구 도봉동 301-5,서울특별시 도봉구 도봉로 948
코레일,1호선,도원,인천광역시 동구 창영동 179-1번지,인천광역시 동구 참외전로 245번지
코레일,1호선,도화,도화동 668,인천광역시 미추홀구 숙골로 24번길 9
코레일,1호선,독산,서울특별시 금천구 가산동 717,서울특별시 금천구 벚꽃로115
코레일,1호선,동두천,경기도 동두천시 동두천동 245-31,경기도 동두천시 평화로 2687(동두천역)
코레일,1호선,동두천중앙,경기도 동두천시 생연동 726-3,경기도 동두천시 동두천로 228
코레일,1호선,동암,인천 부평구 십정2동474-1,인천부평구 동암광장로 10
코레일,1호선,동인천,인천광역시 중구 인현동 1-613,인천광역시 중구 참외전로 121
코레일,1호선,두정,충청남도 천안시 서북구 두정동 84-1,충청남도 천안시 서북구 두정로 289
코레일,1호선,망월사,경기도 의정부시 호원동 50-5,경기도 의정부시 평화로 221
코레일,1호선,명학,경기도 안양시 안양6동 383-1,경기도 안양시 만안구 안안로 20
코레일,1호선,방학,서울시 도봉구 도봉로 150다길 3,서울시 도봉구 방학동 728
코레일,1호선,배방,충청남도 아산시 배방읍 구령리 148-2,충청남도 아산시 배방읍 온천대로 1967
코레일,1호선,백운,인천광역시 부평구 십정동 541-1,인천광역시 부평구 마장로 55번길 14
코레일,1호선,병점,경기도 화성시 진암동 824-1,경기도 화성시 떡전골로 97
코레일,1호선,보산,경기도 동두천시 보산동 422,경기도 동두천시 평화로 2539
코레일,1호선,봉명,봉명동 20-2,충청남도 천안시 동남구 차돌로 51
코레일,1호선,부개,인천광역시 부평구 부개동 468,인천광역시 부평구 수변로 22
코레일,1호선,부천,경기도 부천시 소사구 심곡본동 316-2,경기도 부천시 부천로 1
코레일,1호선,부평,인천광역시 부평구 부평동 738-21,인천광역시 부평구 광장로 16
코레일,1호선,서동탄,경기도 오산시 외삼미로 242,경기도 오산시 외삼미로 15번길 75-60
코레일,1호선,서정리,경기도 평택시 서정동 427-53,경기도 평택시 탄현로51
코레일,1호선,석계,서울특별시 노원구 월계동 36-4,서울특별시 노원구 화랑로 341
코레일,1호선,석수,안양시 만안구 석수2동 423번지,경기도 안양시 만안구 경수대로 1431
코레일,1호선,성균관대,경기도 수원시 장안구 율전동 495-2,경기도 수원시 장안구 서부로 2149
코레일,1호선,성환,충청남도 천안시 서북구 성환읍 성환리 449-128,충청남도 천안시 서북구 성환읍 성환1로 237-5
코레일,1호선,세류,경기도 수원시 권선구 장지동 25-4,경기도 수원시 권선구 정조로 393-1(정자동 세류역사)
코레일,1호선,세마,경기도 오산시 세교동 244-5,경기도 오산시 세마역로 88
코레일,1호선,소사,경기도 부천시 소사구 소사본동 395,경기도 부천시 소사구 경인로 363
코레일,1호선,소요산,경기도 동두천시 상봉암동 126-3,경기도 동두천시 평화로 2925
코레일,1호선,송내,경기도 부천시 소사구 송내동 632-4,경기도 부천시 소사구 송내대로 43
코레일,1호선,송탄,경기도 평택시 신장동 257-5,경기도 평택시 송탄공원로 43
코레일,1호선,수원,경기도 수원시 팔달구 매산로1가 18,경기도 수원시 팔달구 덕영대로 944 924 애경백화점
코레일,1호선,신길,서울특별시 영등포구 신길동 41-1,서울특별시 영등포구 영등포로 327
코레일,1호선,신도림,서울시 구로구 신도림동 460-26,서울특별시 구로구 새말로 117-21
코레일,1호선,신이문,서울특별시 동대문구 이문동 7,서울특별시 동대문구 한천로 472
코레일,1호선,신창(순천향대),충남 아산시 신창면 행목리 346-46,충남 아산시 신창면 행목로 50
코레일,1호선,쌍용(나사렛대),천안시 서북구 쌍용2동 426-3번지,충청남도 천안시 서북구 쌍용19로 20
코레일,1호선,아산,충청남도 아산시 배방읍 장재리 268,충청남도 아산시 배방읍 희망로 90
코레일,1호선,안양,경기도 안양시 만안구 안양동 88-1,경기도 안양시 만안구 만안로 232
코레일,1호선,양주,경기도 양주시 남방동 94-1,경기도 양주시 평화로 919
코레일,1호선,역곡,경기도 부천시 원미곡 역곡동 382,경기도 부천시 역곡로 1
코레일,1호선,영등포,서울특별시 영등포구 영등포동 618-496,서울특별시 영등포구 경인로 846
코레일,1호선,오류동,서울시 구로구 오류동 66,서울시 구로구 경인로 20길 13
코레일,1호선,오산,경기도 오산시 오산동 603-116,경기도 오산시 역광장로 59
코레일,1호선,오산대,경기도 오산시 수청동 435-1,경기도 오산시 청학로 236
코레일,1호선,온수,서울시 구로구 온수동51-7,서울시 구로구 부일로 872
코레일,1호선,온양온천,충청남도 아산시 온천동 56-9,충청남도 아산시 온천대로 1496
코레일,1호선,외대앞,서울특별시 동대문구 이문동 360-5,서울특별시 동대문구 휘경로 27
코레일,1호선,용산,서울 용산구 한강로3가 40-999,서울 용산구 한강대로23길 55
코레일,1호선,월계,서울특별시 노원구 월계동 263-1,서울시 노원구 월계로 53길 40
코레일,1호선,의왕,경기도 의왕시 삼동 191,경기도 의왕시 철도박물관로 66
코레일,1호선,의정부,경기도 의정부시 의정부동 168-54,경기도 의정부시 평화로 525
코레일,1호선,인천,인천광역시 중구,인천광역시 중구 제물량로 269
코레일,1호선,제물포,인천광역시 미추홀구 숭의동 450-39,인천광역시 미추홀구 경인로 129
코레일,1호선,주안,인천광역시 남구 주안동 125,인천광역시 남구 주안로 95-19
코레일,1호선,중동,경기도 부천시 송내동 632번지,경기도 부천시 소사구 중동로 73
코레일,1호선,평택지제,지제동 141-1,경기도 평택시 경기대로 777
코레일,1호선,지행,동두천시 지행동 481-2,경기도 동두천시 평화로 2285
코레일,1호선,직산,충청남도 천안시 서북구 직산읍 모시리 58-11,충청남도 천안시 서북구 직산읍 천안대로 1471-33
코레일,1호선,진위,경기도 평택시 진위면 하북리 139-3,경기도 평택시 진위면 경기대로 1855
코레일,1호선,창동,서울특별시 도봉구 마들로 11길 77(창동역 1호선),서울특별시 도봉구 마들로 11길 77(창동역 1호선)
코레일,1호선,천안,충청남도 천안시 대흥동 57-1,충청남도 천안시 동남구 대흥로 239
코레일,1호선,평택,경기도 평택시 평택동 185-568,경기도 평택시 평택로 51
코레일,1호선,화서,경기도 수원시 팔달구 화서동 464,경기도 수원시 팔달구 덕영대로 692
